timestamp,date,open,high,low,close,volume
1574812800,2019-11-27 00:00:00,146.0,157.4,125.03,154.41,400642.014
1575072000,2019-11-30 00:00:00,154.4,155.15,145.5,148.59,1160616.644
1575331200,2019-12-03 00:00:00,148.59,152.22,142.96,148.04,1621515.302
1575590400,2019-12-06 00:00:00,148.08,156.25,145.66,150.41,834441.397
1575849600,2019-12-09 00:00:00,150.41,151.15,142.02,143.35,757956.046
1576022400,2019-12-11 00:00:00,142.83,142.87,142.74,142.76,158.649
1576108800,2019-12-12 00:00:00,143.36,145.8,139.05,141.77,742182.682
1576368000,2019-12-15 00:00:00,141.77,144.0,119.1,121.87,1397801.533
1576627200,2019-12-18 00:00:00,121.9,134.75,115.95,128.13,1997759.424
1576886400,2019-12-21 00:00:00,128.13,135.09,126.01,127.73,1350960.695
1577145600,2019-12-24 00:00:00,127.75,132.44,123.0,125.53,1536194.948
1577404800,2019-12-27 00:00:00,125.53,138.25,122.0,134.28,1808233.054
1577664000,2019-12-30 00:00:00,134.22,136.21,128.15,130.62,1805973.112
1577923200,2020-01-02 00:00:00,130.63,135.8,125.78,134.14,1984484.629
1578182400,2020-01-05 00:00:00,134.14,145.25,134.12,142.86,2728156.358
1578441600,2020-01-08 00:00:00,142.86,147.94,135.22,144.8,3073376.228
1578700800,2020-01-11 00:00:00,144.8,148.03,141.71,143.58,2021075.787
1578960000,2020-01-14 00:00:00,143.57,172.18,143.49,164.37,4345758.167
1579219200,2020-01-17 00:00:00,164.39,179.57,161.81,167.04,2508523.524
1579478400,2020-01-20 00:00:00,167.04,171.61,161.5,168.19,1076000.042
1579737600,2020-01-23 00:00:00,168.24,168.38,155.72,160.52,1236456.199
1579996800,2020-01-26 00:00:00,160.5,176.7,159.5,175.88,1269511.114
1580256000,2020-01-29 00:00:00,175.89,187.4,171.07,180.14,1727912.262
1580515200,2020-02-01 00:00:00,180.14,195.45,179.0,189.92,2086085.355
1580774400,2020-02-04 00:00:00,189.89,216.7,184.71,213.27,2772091.311
1581033600,2020-02-07 00:00:00,213.3,230.9,213.3,228.64,3113741.631
1581292800,2020-02-10 00:00:00,228.71,277.97,217.32,266.24,4593764.949
1581552000,2020-02-13 00:00:00,266.26,289.0,256.2,265.08,5759379.608
1581811200,2020-02-16 00:00:00,265.16,286.48,237.86,282.96,6311638.676
1582070400,2020-02-19 00:00:00,282.96,286.7,245.91,265.44,4281553.981
1582329600,2020-02-22 00:00:00,265.45,277.26,256.23,265.7,3177054.421
1582588800,2020-02-25 00:00:00,265.69,266.4,210.01,227.92,6667732.793
1582848000,2020-02-28 00:00:00,227.93,234.93,212.33,218.01,5111385.959
1583107200,2020-03-02 00:00:00,218.01,234.5,216.24,224.47,4176046.559
1583366400,2020-03-05 00:00:00,224.43,251.8,224.43,237.34,4087545.221
1583625600,2020-03-08 00:00:00,237.36,237.38,190.02,200.95,9043575.852
1583884800,2020-03-11 00:00:00,200.9,323.0,84.23,134.13,15826350.919
1584144000,2020-03-14 00:00:00,134.1,134.67,100.11,111.06,7269603.564
1584403200,2020-03-17 00:00:00,111.04,143.34,109.34,136.42,5736009.467
1584662400,2020-03-20 00:00:00,136.42,152.68,116.67,122.25,6786546.006
1584921600,2020-03-23 00:00:00,122.27,143.44,119.0,136.1,5144391.869
1585180800,2020-03-26 00:00:00,136.11,141.44,124.52,130.95,3429466.675
1585440000,2020-03-29 00:00:00,130.97,135.13,123.74,132.61,2932698.076
1585699200,2020-04-01 00:00:00,132.6,149.97,128.27,141.23,4145926.23
1585958400,2020-04-04 00:00:00,141.2,171.99,138.79,171.15,4605188.35
1586217600,2020-04-07 00:00:00,171.15,176.16,162.13,169.46,6213095.67
1586476800,2020-04-10 00:00:00,169.48,170.1,152.0,158.72,4798573.356
1586736000,2020-04-13 00:00:00,158.69,161.83,149.55,152.64,4483592.732
1586995200,2020-04-16 00:00:00,152.64,189.68,148.07,187.48,6574320.771
1587254400,2020-04-19 00:00:00,187.52,188.3,166.6,170.66,7974509.791
1587513600,2020-04-22 00:00:00,170.66,194.4,169.8,187.65,7649521.79
1587772800,2020-04-25 00:00:00,187.67,199.99,185.7,196.37,6748371.676
1588032000,2020-04-28 00:00:00,196.39,227.5,192.28,206.22,10051200.113
1588291200,2020-05-01 00:00:00,206.21,219.84,205.0,209.95,4837298.004
1588550400,2020-05-04 00:00:00,209.94,212.02,195.1,199.06,5997447.426
1588809600,2020-05-07 00:00:00,199.09,216.95,196.14,210.31,5613269.6
1589068800,2020-05-10 00:00:00,210.32,210.36,175.5,189.64,6628405.318
1589328000,2020-05-13 00:00:00,189.64,205.95,187.64,194.71,4644085.627
1589587200,2020-05-16 00:00:00,194.72,217.2,193.2,214.83,3695858.654
1589846400,2020-05-19 00:00:00,214.83,215.99,191.61,198.68,4344767.479
1590105600,2020-05-22 00:00:00,198.69,211.2,195.95,199.7,4043552.942
1590364800,2020-05-25 00:00:00,199.7,208.48,196.68,208.27,2995542.738
1590624000,2020-05-28 00:00:00,208.27,247.85,204.55,243.74,5211504.738
1590883200,2020-05-31 00:00:00,243.73,254.48,220.0,237.73,6231266.579
